id_no,title,title_href,logoimage_src,comp_name,comp_name_href,rating_href,main_2,review,expwdth,ni_job_tuple_icon,locwdth,job_desc,dot_gt,dot_gt_2,dot_gt_3,dot_gt_4,dot_gt_5,dot_gt_6,dot_gt_7,dot_gt_8,job_post_day
627,InfoTech - Database Administration - Manager,https://www.naukri.com/job-listings-infotech-database-administration-manager-biocon-bangalore-bengaluru-9-to-14-years-170523007869,https://img.naukimg.com/logo_images/groups/v1/30626.gif,Biocon,https://www.naukri.com/biocon-jobs-careers-31125,https://www.ambitionbox.com/reviews/biocon-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,1036  Reviews,9-14 Yrs,14-20 Lacs PA,Bangalore/Bengaluru(Electronic City),The incumbent will work closely with Enterprise Architect and Project leaders across th...,Database Administration,Azure Database,SQL Server Administration,SQL Azure,SQL DBA,SQL Server Dba,azure cloud,Microsoft Azure,1 Day Ago
628,Java Full Stack Developer :Bangalore,https://www.naukri.com/job-listings-java-full-stack-developer-bangalore-oracle-bengaluru-5-to-10-years-160922007005,https://img.naukimg.com/logo_images/groups/v1/18850.gif,Oracle,https://www.naukri.com/oracle-jobs-careers-6101,https://www.ambitionbox.com/reviews/oracle-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,4300  Reviews,5-10 Yrs,Not disclosed,Hybrid - Bengaluru,Oracles Enterprise Risk and Finance (ERF) is an evolving product engineering team with...,spring boot,Java,Javascript,Microservices,JQuery,Angular,Development,Development,1 Day Ago
629,Assistant Manager/Manager- SharePoint Developer (SPFx),https://www.naukri.com/job-listings-assistant-manager-manager-sharepoint-developer-spfx-genpact-bengaluru-karnataka-3-to-8-years-121223011366,https://img.naukimg.com/logo_images/groups/v1/42932.gif,Genpact,https://www.naukri.com/genpact-jobs-careers-25103,https://www.ambitionbox.com/reviews/genpact-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,25903  Reviews,3-8 Yrs,Not disclosed,"Bengaluru, Karnataka",Required Technology Skill set: .,Spfx,Sharepoint,Sharepoint Development,Sharepoint Framework,Powerapps,Management,Assistance,Sharepoint Administration,1 Day Ago
630,Senior Manager- Java J2EE,https://www.naukri.com/job-listings-senior-manager-java-j2ee-genpact-bengaluru-karnataka-8-to-12-years-121223011336,https://img.naukimg.com/logo_images/groups/v1/42932.gif,Genpact,https://www.naukri.com/genpact-jobs-careers-25103,https://www.ambitionbox.com/reviews/genpact-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,25903  Reviews,8-12 Yrs,Not disclosed,"Bengaluru, Karnataka",Graduate/ Post Graduate BE/ B techShould have knowledge of SPA (Single Page Architectur...,Angular,Java-J2EE,Spring MVC,Docker,ReactJS,Spring Boot,Spring JPA,Spring Security,1 Day Ago
631,Java SRE - Tcs,https://www.naukri.com/job-listings-java-sre-tcs-tata-consultancy-services-tcs-bengaluru-karnataka-4-to-9-years-111023008366,https://img.naukimg.com/logo_images/groups/v1/223346.gif,Tata Consultancy Services (TCS),https://www.naukri.com/tata-consultancy-services-tcs-jobs-careers-13542,https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,72424  Reviews,4-9 Yrs,Not disclosed,"Bengaluru, Karnataka",We are a global leader in the technology arena and theres nothing that can stop us from...,Java,GIT,Cicd Pipeline,Shell Scripting,Ticketing Tools,incident management tool,TCAE,Incident,1 Day Ago
632,Dot Net Fullstack Developer,https://www.naukri.com/job-listings-dot-net-fullstack-developer-tata-consultancy-services-tcs-bangalore-bengaluru-2-to-7-years-100223004125,https://www.naukri.com/hotjobs/images/v3/tcsl_nov13.gif,Tata Consultancy Services (TCS),https://www.naukri.com/tata-consultancy-services-tcs-jobs-careers-13542,https://www.ambitionbox.com/reviews/tcs-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,72424  Reviews,2-7 Yrs,"50,000-2 Lacs PA",Bangalore/Bengaluru(Whitefield),Greetings from TCS!!!TCS presents an excellent opportunity for Dotnet Fullstack Develop...,Fullstack Development,Dotnet Development,Full Stack,.Net,Dotnet Web Application,API,Angular,Development,1 Day Ago
633,Principal Oracle DBA-Shift based,https://www.naukri.com/job-listings-principal-oracle-dba-shift-based-oracle-hyderabad-secunderabad-bangalore-bengaluru-mumbai-all-areas-12-to-18-years-081023001560,https://img.naukimg.com/logo_images/groups/v1/18850.gif,Oracle,https://www.naukri.com/oracle-jobs-careers-6101,https://www.ambitionbox.com/reviews/oracle-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,4300  Reviews,12-18 Yrs,25-35 Lacs PA,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Mumbai (All Areas)",Job DescriptionOracle Customer Success Services is a One Oracle approach to ensuring c...,DBA,RAC,Golden Gate,Data Guard,Oracle Database Architecture,Performance tuning,Exadata,Cloud,27 Days Ago
634,InfoTech - Data Architect,https://www.naukri.com/job-listings-infotech-data-architect-biocon-bengaluru-7-to-12-years-080124004157,https://img.naukimg.com/logo_images/groups/v1/30626.gif,Biocon,https://www.naukri.com/biocon-jobs-careers-31125,https://www.ambitionbox.com/reviews/biocon-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,1036  Reviews,7-12 Yrs,Not disclosed,Bengaluru(Electronic City),Bachelors or Masters degree in in Computer Science or Engineering OR equivalent years o...,Azure Data Warehouse,Azure Data Lake,Azure Data Factory,Azure Databricks,SQL Azure,Warehouse,Data,Microsoft Azure,1 Day Ago
635,Data Engineer,https://www.naukri.com/job-listings-data-engineer-yokogawa-bengaluru-5-to-8-years-071223004474,https://img.naukimg.com/logo_images/groups/v1/4817773.gif,Yokogawa,https://www.naukri.com/yokogawa-jobs-careers-31656,https://www.ambitionbox.com/reviews/yokogawa-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,453  Reviews,5-8 Yrs,Not disclosed,Bengaluru,Key Responsibilities:Data Architecture and Modeling:Design and implement scalable and ...,Microsoft Azure,Advance Sql,Data Warehousing,Data Modeling,Data Architecture,Azure Data Factory,Azure Synapse,Azure Data Lake,2 Days Ago
636,Technical Lead (Java & Angular),https://www.naukri.com/job-listings-technical-lead-java-angular-thales-india-private-limited-bengaluru-7-to-10-years-050124005329,https://img.naukimg.com/logo_images/groups/v1/1582052.gif,Thales,https://www.naukri.com/thales-jobs-careers-3658,https://www.ambitionbox.com/reviews/thales-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,292  Reviews,7-10 Yrs,Not disclosed,Hybrid - Bengaluru(Richmond Road),"Within the matrix organization of the Engineering Competence Center, the Technical Lead...",Java,Angular,Agile Methodology,GIT,Node.Js,SDLC,Technical,Technical leadership,1 Day Ago
637,Sr. Java Developer : Available For F2F interview in Bangalore,https://www.naukri.com/job-listings-sr-java-developer-available-for-f2f-interview-in-bangalore-oracle-bengaluru-4-to-8-years-041223001269,https://img.naukimg.com/logo_images/groups/v1/18850.gif,Oracle,https://www.naukri.com/oracle-jobs-careers-6101,https://www.ambitionbox.com/reviews/oracle-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,4300  Reviews,4-8 Yrs,Not disclosed,Bengaluru,Role Summary: . Qualification : . BE/ BTech/ MCA (Graduate or equivalent degree). Opera...,Java,Javascript,J2Ee,Web Services,Javas,Web technologies,Java Development,SR,1 Day Ago
638,Senior Software Engineer/Java Backend,https://www.naukri.com/job-listings-senior-software-engineer-java-backend-wabtec-bangalore-bengaluru-karnataka-7-to-10-years-031123004708,https://img.naukimg.com/logo_images/groups/v1/4595311.gif,Wabtec,https://www.naukri.com/wabtec-jobs-careers-1043,https://www.ambitionbox.com/reviews/faiveley-transport-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,184  Reviews,7-10 Yrs,20-35 Lacs PA,"Hybrid - Bangalore/ Bengaluru, Karnataka","Masters or Bachelors Degree in Information Systems, Information Technology or Computer ...",Core Java,Design Patterns,Spring Boot,Microservices,complexity,JUnit,Devops Tools,Deployment,2 Days Ago
639,Senior Backend Engineer(Java)- Bangalore,https://www.naukri.com/job-listings-senior-backend-engineer-java-bangalore-hdfc-bank-bengaluru-karnataka-8-to-10-years-021223005595,https://img.naukimg.com/logo_images/groups/v1/67548.gif,Hdfc Bank,https://www.naukri.com/hdfc-bank-jobs-careers-213,https://www.ambitionbox.com/reviews/hdfc-bank-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.9,33572  Reviews,8-10 Yrs,Not disclosed,"Bengaluru, Karnataka","Understand the requirement in detail and perform engineering tasks on developing APIs, ...",Springboot Microservices,CI/CD,Java 8 Preferred java 17,Coding Capabilities,Java,DBMS,Coding,Microservices,1 Day Ago
640,Weekend Virtual Drive For Automotive HiL Validation Lead/Architect,https://www.naukri.com/job-listings-weekend-virtual-drive-for-automotive-hil-validation-lead-architect-tech-mahindra-chennai-tamil-nadu-8-to-13-years-310124004748,https://img.naukimg.com/logo_images/groups/v1/2114.gif,Tech Mahindra,https://www.naukri.com/tech-mahindra-jobs-careers-1066,https://www.ambitionbox.com/reviews/tech-mahindra-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.7,27288  Reviews,8-13 Yrs,Not disclosed,"Chennai, Tamil Nadu",Job Title: HiL Validation Lead/ArchitectJob Location: Chennai/BangaloreJob Experience:...,Automotive,DSpace,Vector,Data validation,HIL,Drives,Architecture,Development,Just Now
641,GN - Utilities - Data Architect - 07,https://www.naukri.com/job-listings-gn-utilities-data-architect-07-accenture-solutions-pvt-ltd-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-5-to-10-years-240124909436,https://www.naukri.com/hotjobs/images/v3/Accen_nov20.gif,Accenture,https://www.naukri.com/accenture-jobs-careers-7682,https://www.ambitionbox.com/reviews/accenture-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4,45798  Reviews,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",Bring your best skills forward to excel in the role: Good analytical and problem-solvin...,data governance,project management,strategy consulting,spark,investment banking,problem solving,Data,Data architecture,6 Days Ago
642,Datacom Development,https://www.naukri.com/job-listings-datacom-development-capgemini-hyderabad-secunderabad-telangana-chennai-tamil-nadu-tiruchirapalli-trichy-tamil-nadu-coimbatore-tamil-nadu-bangalore-bengaluru-karnataka-2-to-7-years-300823008278,https://img.naukimg.com/logo_images/groups/v1/1288.gif,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,https://www.ambitionbox.com/reviews/capgemini-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.8,29315  Reviews,2-7 Yrs,Not disclosed,"Hybrid - Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu, Tiruchirapalli/ Trichy, Tamil Nadu, Coimbatore, Tamil Nadu, Bangalore/ Bengaluru, Karnataka","Minimum Qualifications  Must have a good exposure to unicast routing, multicast routing...",L2/L3,C++,L2,L3,LAYER 2,C Programming Language,Datacom,C,2 Days Ago
643,Support Engineer - II (Automation),https://www.naukri.com/job-listings-support-engineer-ii-automation-jda-software-hyderabad-secunderabad-bangalore-bengaluru-6-to-8-years-300124501560,https://img.naukimg.com/logo_images/groups/v1/175592.gif,Blue Yonder,https://www.naukri.com/blue-yonder-jobs-careers-34998,https://www.ambitionbox.com/reviews/blue-yonder-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,407  Reviews,6-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Bachelor s degree (STEM (Civil engineering, Aerospace Engineering, Electrical Engineeri...",Supply chain,Application support,Aerospace,Analytical,Consulting,Operations,Monitoring,Product support,1 Day Ago
644,SoC Design Lead,https://www.naukri.com/job-listings-soc-design-lead-intel-technology-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-6-to-8-years-290124901859,https://www.naukri.com/hotjobs/images/v3/intel_nov13.gif,Intel,https://www.naukri.com/intel-jobs-careers-234718,https://www.ambitionbox.com/reviews/intel-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,795  Reviews,6-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Qualifications . BE / BTech with 8+ years of experience or MTech with 6+ years of exper...,SoC Designing,component design,Manager Quality Assurance,Simulation,SOC,RTL coding,Network engineering,Logic design,2 Days Ago
645,SoC Verification Lead,https://www.naukri.com/job-listings-soc-verification-lead-intel-technology-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-10-to-14-years-290124901858,https://www.naukri.com/hotjobs/images/v3/intel_nov13.gif,Intel,https://www.naukri.com/intel-jobs-careers-234718,https://www.ambitionbox.com/reviews/intel-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,795  Reviews,10-14 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Minimum 10+ years of experience in SoC / Embedded validation Proficient in C / C++ and ...,SoC verification,Graphics,C++,Architecture,Power management,Debugging,Hardware design,Business strategy,2 Days Ago
646,Sr. Support Engineer II - PE,https://www.naukri.com/job-listings-sr-support-engineer-ii-pe-jda-software-hyderabad-secunderabad-bangalore-bengaluru-3-to-10-years-290124502799,https://img.naukimg.com/logo_images/groups/v1/175592.gif,Blue Yonder,https://www.naukri.com/blue-yonder-jobs-careers-34998,https://www.ambitionbox.com/reviews/blue-yonder-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,4.2,407  Reviews,3-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",The Blue Yonder Planning ASRE Team is responsible for improving customer experience...,Automation,Tomcat,Application support,Linux,Weblogic,Performance testing,Perl,Windows,1 Day Ago
647,Guidewire Rating Developer - Sr.Associate,https://www.naukri.com/job-listings-guidewire-rating-developer-sr-associate-pricewaterhousecoopers-professional-services-llp-hyderabad-secunderabad-bangalore-bengaluru-5-to-10-years-280124901481,https://www.naukri.com/hotjobs/images/v3/price_nov13.gif,PwC Service Delivery Center,https://www.naukri.com/pwc-service-delivery-center-jobs-careers-676499,https://www.ambitionbox.com/reviews/pwc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,6844  Reviews,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Take part in CoE activities, trainings, recruitments as required and interested. Prefer...",Guidewire products,TFS,Tomcat,Azure,JBoss,SVN,Webservices,SQL Server,2 Days Ago
648,AES Oracle - HCM Recruiting & Onboarding - Associate,https://www.naukri.com/job-listings-aes-oracle-hcm-recruiting-onboarding-associate-pricewaterhousecoopers-professional-services-llp-hyderabad-secunderabad-bangalore-bengaluru-6-to-10-years-280124901467,https://www.naukri.com/hotjobs/images/v3/price_nov13.gif,PwC Service Delivery Center,https://www.naukri.com/pwc-service-delivery-center-jobs-careers-676499,https://www.ambitionbox.com/reviews/pwc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,6844  Reviews,6-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","As an Associate, you''ll work as part of a team of problem solvers, helping to solve co...",Oracle Fusion Cloud Applications,Fusion HCM Functional,Unit Testing,Taleo,UAT,OTBI,Oracle Recruiting Cloud,Core HR,2 Days Ago
649,AES-Oracle-Oracle Tech OIC and Revenue - Senior Associate,https://www.naukri.com/job-listings-aes-oracle-oracle-tech-oic-and-revenue-senior-associate-pricewaterhousecoopers-professional-services-llp-hyderabad-secunderabad-bangalore-bengaluru-5-to-8-years-280124901466,https://www.naukri.com/hotjobs/images/v3/price_nov13.gif,PwC Service Delivery Center,https://www.naukri.com/pwc-service-delivery-center-jobs-careers-676499,https://www.ambitionbox.com/reviews/pwc-reviews?utm_campaign=srp_ratings&utm_medium=desktop&utm_source=naukri,3.6,6844  Reviews,5-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","As a Senior Associate, you''ll work as part of a team of problem solvers, helping to so...",Oracle Cloud applications,Hyperion FRS Reporting,Oracle Cloud Architecture,PLSQL Programming,Oracle Analytics,incident management,ADFDI templates,OTBI Reporting,2 Days Ago
